rig,scale,N,drive,steps,dt_s,end_energy_J,probe_settling_db,settling_signal_kind,witness_file,definition,source_end_definition,post_source_start_step,post_source_start_s,post_source_peak_energy_J,end_vs_post_peak_db,last_5pct_max_energy_J,last_5pct_vs_post_peak_db,status,reason
patch,0,4,solve/0,19994,5.001581407736339e-13,1.2340099525449778e-26,-45.04640680367552,field probes,raw/patch/0_4/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",328,1.6405187017375192e-10,6.464811296207756e-22,-47.19237190231547,1.9265539456892173e-26,-45.25774678361617,below -40 dB,
patch,0.01,4,solve/0,19994,5.001581407736339e-13,1.235381060590986e-26,-45.04107432117985,field probes,raw/patch/0.01_4/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",328,1.6405187017375192e-10,6.4648042280140455e-22,-47.18754438827983,1.9288268511723854e-26,-45.252621345695786,below -40 dB,
patch,0.03,4,solve/0,19994,5.001581407736339e-13,1.2381576352732102e-26,-45.02954265258833,field probes,raw/patch/0.03_4/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",328,1.6405187017375192e-10,6.464790091626624e-22,-47.17778487991926,1.933407791100907e-26,-45.242309637817456,below -40 dB,
patch,0.1,4,solve/0,19994,5.001581407736339e-13,1.2475696549114306e-26,-44.987795165345155,field probes,raw/patch/0.1_4/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",328,1.6405187017375192e-10,6.464740109399669e-22,-47.14486267676924,1.9491101290490895e-26,-45.207146919753185,below -40 dB,
patch,0.3,4,solve/0,19994,5.001581407736339e-13,1.2753150639134598e-26,-44.87175201607286,field probes,raw/patch/0.3_4/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",328,1.6405187017375192e-10,6.464598745525454e-22,-47.04924084040709,1.9947491220528272e-26,-45.10653291007891,below -40 dB,
patch,1,4,solve/0,19994,5.001581407736339e-13,1.3710422562412607e-26,-44.49959407677439,field probes,raw/patch/1_4/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",328,1.6405187017375192e-10,6.464120632708017e-22,-46.73458612418546,2.1522131543059276e-26,-44.77624171126608,below -40 dB,
patch,3,4,solve/0,19994,5.001581407736339e-13,1.6474589633563077e-26,-43.61518130934957,field probes,raw/patch/3_4/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",328,1.6405187017375192e-10,6.462857950388684e-22,-45.93610004967857,2.6027103550110614e-26,-43.94998770562175,below -40 dB,
patch,0,8,solve/0,19994,5.001581407736339e-13,1.1807955837351852e-26,-45.604805608559914,field probes,raw/patch/0_8/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",328,1.6405187017375192e-10,6.3872358507480255e-22,-47.33138232730383,1.8293636629012643e-26,-45.43012904581191,below -40 dB,
patch,0.01,8,solve/0,19994,5.001581407736339e-13,1.1807827955603544e-26,-45.60456218311069,field probes,raw/patch/0.01_8/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",328,1.6405187017375192e-10,6.387234841006067e-22,-47.33142867566925,1.8293038820357905e-26,-45.430270282499805,below -40 dB,
patch,0.03,8,solve/0,19994,5.001581407736339e-13,1.18104580055356e-26,-45.60496922687791,field probes,raw/patch/0.03_8/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",328,1.6405187017375192e-10,6.387233831264108e-22,-47.330460758730624,1.8295471655063655e-26,-45.429692055785445,below -40 dB,
patch,0.1,8,solve/0,19994,5.001581407736339e-13,1.1815812090780996e-26,-45.605623560871145,field probes,raw/patch/0.1_8/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",328,1.6405187017375192e-10,6.387225753328439e-22,-47.328486906655165,1.8302277121115142e-26,-45.42807139484787,below -40 dB,
patch,0.3,8,solve/0,19994,5.001581407736339e-13,1.1820705493583695e-26,-45.607406941823214,field probes,raw/patch/0.3_8/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",328,1.6405187017375192e-10,6.387207577973182e-22,-47.32667633273279,1.831100389487915e-26,-45.425988755222406,below -40 dB,
patch,1,8,solve/0,19994,5.001581407736339e-13,1.1813829923682233e-26,-45.62558548133663,field probes,raw/patch/1_8/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",328,1.6405187017375192e-10,6.3871308375843225e-22,-47.329150982809615,1.8300257205789469e-26,-45.42848618902185,below -40 dB,
patch,3,8,solve/0,19994,5.001581407736339e-13,1.1660234699501418e-26,-45.71225260989456,field probes,raw/patch/3_8/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",328,1.6405187017375192e-10,6.386851139061767e-22,-47.38579501921875,1.8050095854197077e-26,-45.48807281449237,below -40 dB,
patch,0,16,solve/0,19994,5.001581407736339e-13,8.963116953434845e-27,-46.75877526224669,field probes,raw/patch/0_16/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",328,1.6405187017375192e-10,6.368021471016249e-22,-48.515454557754445,1.3801116914609735e-26,-46.64090284071814,below -40 dB,
patch,0.01,16,solve/0,19994,5.001581407736339e-13,8.9605246517297e-27,-46.75993223060107,field probes,raw/patch/0.01_16/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",328,1.6405187017375192e-10,6.36802046127429e-22,-48.51671011197121,1.379865480576883e-26,-46.641676999277266,below -40 dB,
patch,0.03,16,solve/0,19994,5.001581407736339e-13,8.959439197613043e-27,-46.75961177409131,field probes,raw/patch/0.03_16/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",328,1.6405187017375192e-10,6.368021471016249e-22,-48.51723692525621,1.3797280462160516e-26,-46.64211026600213,below -40 dB,
patch,0.1,16,solve/0,19994,5.001581407736339e-13,8.95314371781083e-27,-46.763134566529416,field probes,raw/patch/0.1_16/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",328,1.6405187017375192e-10,6.368019451532331e-22,-48.520288253741924,1.3788476651198733e-26,-46.644880932747014,below -40 dB,
patch,0.3,16,solve/0,19994,5.001581407736339e-13,8.939612904393543e-27,-46.76929835982864,field probes,raw/patch/0.3_16/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",328,1.6405187017375192e-10,6.368014907693517e-22,-48.526853576775046,1.376667512422827e-26,-46.651750076800354,below -40 dB,
patch,1,16,solve/0,19994,5.001581407736339e-13,8.897139986143982e-27,-46.795373198813984,field probes,raw/patch/1_16/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",328,1.6405187017375192e-10,6.367999256693158e-22,-48.54752580296147,1.3694703892578496e-26,-46.67450357677169,below -40 dB,
patch,3,16,solve/0,19994,5.001581407736339e-13,8.76846552507156e-27,-46.87010764584602,field probes,raw/patch/3_16/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",328,1.6405187017375192e-10,6.367946750111306e-22,-48.610758242932405,1.3482279982688406e-26,-46.74236081331219,below -40 dB,
patch,0,6,solve/0,19994,5.001581407736339e-13,1.325339476437765e-26,-44.943164460597146,field probes,raw/patch/0_6/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",328,1.6405187017375192e-10,6.410228684889194e-22,-46.84546389233226,2.0646554486534262e-26,-44.92025936619634,below -40 dB,
patch,0.01,6,solve/0,19994,5.001581407736339e-13,1.325664727486773e-26,-44.941975635439,field probes,raw/patch/0.01_6/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",328,1.6405187017375192e-10,6.410229694631152e-22,-46.84439890678157,2.0651739089944553e-26,-44.919169620419616,below -40 dB,
patch,0.03,6,solve/0,19994,5.001581407736339e-13,1.3268108869152768e-26,-44.93768035539677,field probes,raw/patch/0.03_6/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",328,1.6405187017375192e-10,6.410232723857028e-22,-46.84064770500781,2.0667286737199602e-26,-44.915903319906846,below -40 dB,
patch,0.1,6,solve/0,19994,5.001581407736339e-13,1.3287207931225267e-26,-44.92433805852181,field probes,raw/patch/0.1_6/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",328,1.6405187017375192e-10,6.410238277437801e-22,-46.83440441824029,2.0701184644964773e-26,-44.908789740639214,below -40 dB,
patch,0.3,6,solve/0,19994,5.001581407736339e-13,1.3353016187053e-26,-44.8907306410651,field probes,raw/patch/0.3_6/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",328,1.6405187017375192e-10,6.410251908954243e-22,-46.81295721211075,2.080652068697111e-26,-44.88675634096157,below -40 dB,
patch,1,6,solve/0,19994,5.001581407736339e-13,1.351919312637451e-26,-44.796332388343636,field probes,raw/patch/1_6/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",328,1.6405187017375192e-10,6.410251404083264e-22,-46.75924290340806,2.107863301769765e-26,-44.8303261969981,below -40 dB,
patch,3,6,solve/0,19994,5.001581407736339e-13,1.3713271397986344e-26,-44.66994373778137,field probes,raw/patch/3_6/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",328,1.6405187017375192e-10,6.409914150269064e-22,-46.69711141760338,2.1397602453599153e-26,-44.76487098439292,below -40 dB,
plane,0,4,small/0,4096,4.766437173827515e-12,3.9344482410722843e-31,-137.13703464176808,field probes,raw/plane/0_4/small/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",151,7.197320132479548e-10,3.756753662063189e-18,-129.79928882028838,3.9762883167977125e-31,-129.75334851291942,below -40 dB,
plane,0.01,4,small/0,4096,4.766437173827515e-12,3.039438841802528e-29,-131.25173411189087,field probes,raw/plane/0.01_4/small/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",151,7.197320132479548e-10,3.748280437458502e-18,-110.9103866718158,3.039438841802528e-29,-110.9103866718158,below -40 dB,
plane,0.03,4,small/0,4096,4.766437173827515e-12,1.2859794002387185e-26,-96.16660765139223,field probes,raw/plane/0.03_4/small/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",151,7.197320132479548e-10,3.730964652105623e-18,-84.62587122672448,1.3574706131091527e-26,-84.39090697830525,below -40 dB,
plane,0.1,4,small/0,4096,4.766437173827515e-12,3.493790685365206e-26,-88.76153752759878,field probes,raw/plane/0.1_4/small/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",151,7.197320132479548e-10,3.666909853421048e-18,-80.21003350842442,3.493790685365206e-26,-80.21003350842442,below -40 dB,
plane,0.3,4,small/0,4096,4.766437173827515e-12,1.1970053102383324e-24,-85.60677475858155,field probes,raw/plane/0.3_4/small/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",151,7.197320132479548e-10,3.462778842240671e-18,-64.61328678233309,1.3247259337057535e-24,-64.17298716860655,below -40 dB,
plane,1,4,small/0,4096,4.766437173827515e-12,6.630793058029285e-23,-56.82512541395436,field probes,raw/plane/1_4/small/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",151,7.197320132479548e-10,2.745150650399626e-18,-46.17000708847122,6.630793058029285e-23,-46.17000708847122,below -40 dB,
plane,3,4,small/0,4096,4.766437173827515e-12,1.3310539668392965e-21,-54.67272456157677,field probes,raw/plane/3_4/small/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",151,7.197320132479548e-10,3.488858812978702e-18,-34.18487730730474,1.3310539668392965e-21,-34.18487730730474,truncation-suspect,
plane,0,8,small/0,4096,4.766437173827515e-12,1.8836283695796749e-31,-155.9957086911372,field probes,raw/plane/0_8/small/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",151,7.197320132479548e-10,1.0578823193698328e-18,-127.49442135941165,1.9099774281016617e-31,-127.43409123893852,below -40 dB,
plane,0.01,8,small/0,4096,4.766437173827515e-12,4.303102547597507e-31,-141.8230869505361,field probes,raw/plane/0.01_8/small/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",151,7.197320132479548e-10,1.057174356163064e-18,-123.90364924009127,5.438950765350741e-31,-122.88631492425057,below -40 dB,
plane,0.03,8,small/0,4096,4.766437173827515e-12,1.900243004217248e-29,-130.94727706608953,field probes,raw/plane/0.03_8/small/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",151,7.197320132479548e-10,1.0557374400414828e-18,-107.44746781044299,1.900243004217248e-29,-107.44746781044299,below -40 dB,
plane,0.1,8,small/0,4096,4.766437173827515e-12,4.174209331728374e-27,-106.58858074615095,field probes,raw/plane/0.1_8/small/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",151,7.197320132479548e-10,1.0504921843797075e-18,-84.00818600983047,4.174209331728374e-27,-84.00818600983047,below -40 dB,
plane,0.3,8,small/0,4096,4.766437173827515e-12,1.4679778232384888e-25,-86.9453253390948,field probes,raw/plane/0.3_8/small/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",151,7.197320132479548e-10,1.033953121622016e-18,-68.47781353999464,4.115051496887884e-25,-64.00125574273196,below -40 dB,
plane,1,8,small/0,4096,4.766437173827515e-12,1.3575981620567656e-24,-72.3759444049007,field probes,raw/plane/1_8/small/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",151,7.197320132479548e-10,9.677698838237654e-19,-58.530008617541746,2.123006922818849e-24,-56.588206927678684,below -40 dB,
plane,3,8,small/0,4096,4.766437173827515e-12,1.222831511870001e-23,-57.74820819118047,field probes,raw/plane/3_8/small/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",151,7.197320132479548e-10,8.263272723536027e-19,-48.29785464788402,7.1889891412975e-23,-40.604842589523074,below -40 dB,
plane,0,16,small/0,4096,4.766437173827515e-12,2.8701121625468048e-31,-136.5806636594329,field probes,raw/plane/0_16/small/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",151,7.197320132479548e-10,2.107146321485658e-19,-118.65795825244061,3.134205776368645e-31,-118.27567187635574,below -40 dB,
plane,0.01,16,small/0,4096,4.766437173827515e-12,1.0806390096770338e-30,-142.4923191250657,field probes,raw/plane/0.01_16/small/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",151,7.197320132479548e-10,2.1031028300069515e-19,-112.89179866827295,1.1248044953470327e-30,-112.71783464422586,below -40 dB,
plane,0.03,16,small/0,4096,4.766437173827515e-12,6.131941266544677e-30,-141.9880004640715,field probes,raw/plane/0.03_16/small/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",151,7.197320132479548e-10,2.0950263160541662e-19,-105.33591496190654,6.92002954283878e-30,-104.81081534057195,below -40 dB,
plane,0.1,16,small/0,4096,4.766437173827515e-12,8.93640221065738e-30,-136.31910007818465,field probes,raw/plane/0.1_16/small/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",151,7.197320132479548e-10,2.0668105391251289e-19,-103.64137960117785,1.1362723361150107e-29,-102.59818234045957,below -40 dB,
plane,0.3,16,small/0,4096,4.766437173827515e-12,2.4800976284383267e-29,-136.27686045046636,field probes,raw/plane/0.3_16/small/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",151,7.197320132479548e-10,1.9869733928469834e-19,-99.0372327454137,2.4800976284383267e-29,-99.0372327454137,below -40 dB,
plane,1,16,small/0,4096,4.766437173827515e-12,1.0788295339455362e-25,-99.1537507931341,field probes,raw/plane/1_16/small/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",151,7.197320132479548e-10,1.725960815705909e-19,-62.04078104599999,1.0788295339455362e-25,-62.04078104599999,below -40 dB,
plane,3,16,small/0,4096,4.766437173827515e-12,6.4048480697585165e-24,-72.70695170751591,field probes,raw/plane/3_16/small/witness_00.npz,0.5*dx^3*sum_interior(eps0*eps_r*sum(E_i^2)+mu0*mu_r*sum(H_i^2)); same-step Yee samples,"last source-table sample > 1e-6 of that source peak, then one step",151,7.197320132479548e-10,1.1893594465608687e-19,-42.68804294085002,9.794372359201058e-24,-40.84336515471818,below -40 dB,
